Date,Open,High,Low,Close,Adj Close,Volume
3/9/2004,8.562874,8.722555,8.532934,8.602794,8.229463,60421
3/10/2004,8.632735,8.682635,8.552894,8.592814,8.219917,31363
3/11/2004,8.562874,8.682635,8.532934,8.682635,8.30584,74649
3/12/2004,8.712575,8.762475,8.672655,8.732535,8.353575,36172
3/15/2004,8.742515,8.752495,8.333333,8.652695,8.2772,61623
3/16/2004,8.632735,8.692615,8.383234,8.542914,8.172182,87274
3/17/2004,8.502994,8.582834,8.233533,8.433134,8.067165,30962
3/18/2004,8.283433,8.782435,8.233533,8.752495,8.372667,132865
3/19/2004,8.792415,9.081836,8.762475,8.922156,8.534967,99098
3/22/2004,8.882236,8.882236,8.532934,8.782435,8.401307,58617
3/23/2004,8.752495,8.832335,8.632735,8.812375,8.42995,43687
3/24/2004,8.732535,9.171657,8.732535,9.011976,8.620889,160621
3/25/2004,9.071856,9.860279,8.982036,9.670659,9.250989,214428
3/26/2004,9.680639,9.790419,9.560878,9.630739,9.212799,42084
3/29/2004,9.600798,9.730539,9.580838,9.630739,9.212799,95891
3/30/2004,9.660679,9.760479,9.600798,9.720559,9.298719,52705
3/31/2004,9.720559,9.97006,9.680639,9.92016,9.48966,92184
4/1/2004,9.860279,9.92016,9.760479,9.840319,9.413284,53006
4/2/2004,9.9002,10.02994,9.88024,9.98004,9.546941,112024
4/5/2004,9.98004,10.02994,9.88024,9.99002,9.556492,57014
4/6/2004,9.9002,10.289421,9.9002,10.08982,9.651959,82264
4/7/2004,9.98004,10.389222,9.98004,10.129741,9.690147,48797
4/8/2004,9.94012,10.728543,9.94012,10.728543,10.262963,135270
4/12/2004,10.698603,10.878244,10.289421,10.768463,10.30115,128356
4/13/2004,10.778443,10.848303,10.678643,10.758483,10.291604,113126
4/14/2004,10.578842,10.808383,10.419162,10.598802,10.13885,68136
4/15/2004,10.588822,11.357285,10.538922,11.357285,10.864418,120440
4/16/2004,11.307385,11.546906,10.978044,11.387226,10.893061,84268
4/19/2004,11.397206,11.467066,11.177645,11.407186,10.912157,67835
4/20/2004,11.576846,11.636727,11.357285,11.477046,10.978983,80060
4/21/2004,11.506986,11.556886,11.327345,11.487026,10.988531,44288
4/22/2004,11.447106,11.576846,11.247505,11.487026,10.988531,77855
4/23/2004,11.487026,11.616766,11.417166,11.467066,10.969438,39779
4/26/2004,11.447106,11.636727,11.327345,11.427146,10.931249,49098
4/27/2004,11.447106,11.526946,11.417166,11.516966,11.017171,85270
4/28/2004,11.536926,11.566866,11.417166,11.427146,10.931249,29559
4/29/2004,11.477046,11.576846,11.347305,11.397206,10.902611,40481
4/30/2004,11.417166,11.447106,10.419162,11.017964,10.539826,198797
5/3/2004,11.047904,11.157685,10.209581,10.698603,10.234323,114128
5/4/2004,10.658683,11.177645,10.518962,11.137725,10.654387,100801
5/5/2004,11.137725,11.516966,10.479042,11.357285,10.864418,124849
5/6/2004,11.177645,11.477046,10.928144,11.387226,10.893061,74248
5/7/2004,11.367265,11.467066,11.227545,11.427146,10.931249,141482
5/10/2004,11.407186,11.596806,11.177645,11.526946,11.026719,130961
5/11/2004,11.566866,11.956088,11.467066,11.826347,11.313127,124448
5/12/2004,12.155689,12.185629,11.756487,11.926148,11.408597,137274
5/13/2004,11.986028,12.215569,11.806387,11.986028,11.465878,91984
5/14/2004,12.025948,12.175649,11.776447,11.866267,11.351315,103507
5/17/2004,11.726547,11.976048,11.327345,11.566866,11.064904,76553
5/18/2004,11.626747,11.726547,11.566866,11.676647,11.169921,51002
5/19/2004,12.005988,12.005988,11.686627,11.946108,11.427689,69639
5/20/2004,11.926148,11.956088,11.786427,11.906188,11.389503,48998
5/21/2004,11.876248,11.976048,11.796407,11.956088,11.437237,53106
5/24/2004,11.966068,11.976048,11.876248,11.926148,11.408597,70841
5/25/2004,11.896208,11.956088,11.846307,11.926148,11.408597,64729
5/26/2004,11.926148,11.956088,11.606786,11.776447,11.265393,115731
5/27/2004,11.746507,11.846307,11.636727,11.706587,11.198563,119839
5/28/2004,11.726547,11.966068,11.656687,11.886228,11.370407,66833
6/1/2004,12.015968,12.015968,11.726547,11.766467,11.255843,66032
6/2/2004,11.726547,11.756487,11.526946,11.586826,11.083999,41082
6/3/2004,11.526946,11.556886,11.087824,11.497006,10.998079,63326
6/4/2004,11.477046,11.606786,11.457086,11.556886,11.055356,59519
6/7/2004,11.526946,11.596806,11.387226,11.566866,11.064904,47896
6/8/2004,11.427146,11.556886,11.417166,11.447106,10.950342,37375
6/9/2004,11.267465,11.347305,10.788423,10.978044,10.501637,151102
6/10/2004,10.858283,11.317365,10.858283,11.037924,10.558915,92785
6/14/2004,10.938124,11.447106,10.878244,11.427146,10.931249,58817
6/15/2004,11.457086,11.826347,11.427146,11.736527,11.227203,50501
6/16/2004,11.716567,11.876248,11.636727,11.876248,11.360862,26052
6/17/2004,11.856287,11.966068,11.766467,11.956088,11.437237,48296
6/18/2004,11.906188,12.345309,11.906188,12.305389,11.771381,30862
6/21/2004,12.37525,12.37525,11.876248,11.996008,11.475426,76753
6/22/2004,12.105788,12.125749,11.976048,12.095808,11.570891,63827
6/23/2004,12.075848,12.295409,12.005988,12.295409,11.761833,120040
6/24/2004,12.145709,12.325349,11.926148,12.075848,11.551801,89579
6/25/2004,12.235529,12.47505,12.025948,12.235529,11.704549,878554
6/28/2004,11.986028,12.265469,11.227545,11.876248,11.360862,308015
6/29/2004,11.626747,11.816367,10.149701,10.878244,10.406168,404006
6/30/2004,10.638723,11.546906,10.499002,11.477046,10.978983,372443
7/1/2004,11.477046,11.646707,11.397206,11.506986,11.007624,104108
7/2/2004,11.506986,11.716567,11.357285,11.706587,11.198563,123446
7/6/2004,11.706587,11.886228,11.427146,11.756487,11.246298,131663
7/7/2004,11.726547,11.876248,11.447106,11.497006,10.998079,135671
7/8/2004,11.327345,11.477046,10.978044,11.057884,10.578012,141683
7/9/2004,11.037924,11.197605,10.828343,11.027944,10.54937,101302
7/12/2004,10.878244,11.407186,10.878244,11.397206,10.902611,48497
7/13/2004,11.387226,11.397206,11.117764,11.227545,10.740312,133667
7/14/2004,11.127745,11.277445,10.878244,11.237525,10.749857,97996
7/15/2004,11.247505,11.477046,11.067864,11.217565,10.730762,54409
7/16/2004,11.267465,11.277445,10.988024,11.167665,10.683028,76453
7/19/2004,11.117764,11.117764,10.439122,10.479042,10.024289,302804
7/20/2004,10.429142,10.648703,10.03992,10.289421,9.842896,154108
7/21/2004,10.508982,10.508982,9.710579,9.740519,9.317814,32465
7/22/2004,9.760479,9.760479,9.301397,9.391218,8.983673,99699
7/23/2004,9.301397,9.680639,9.231537,9.381238,8.974127,60521
7/26/2004,9.091816,9.481038,8.832335,9.131737,8.735451,119138
7/27/2004,9.041916,9.151697,8.912176,9.021956,8.630437,142685
7/28/2004,8.922156,9.321357,8.622754,9.211577,8.811831,149799
7/29/2004,9.311377,10.419162,9.251497,10.349301,9.900179,153005
7/30/2004,10.259481,10.548902,9.700599,10.0499,9.61377,255009
8/2/2004,9.98004,10.249501,9.640719,10.07984,9.64241,94489
8/3/2004,10.07984,10.379242,9.99002,10.199601,9.756973,156913
8/4/2004,10.169661,10.279441,9.740519,9.94012,9.508756,52204
8/5/2004,9.92016,10.10978,9.750499,9.99002,9.556492,40681
8/6/2004,9.89022,9.89022,8.942116,9.031936,8.639984,153406
8/9/2004,9.081836,9.361277,8.892216,9.301397,8.897749,66633
8/10/2004,9.331337,9.800399,9.331337,9.800399,9.375096,70441
8/11/2004,9.870259,9.870259,9.351297,9.550898,9.136425,57214
8/12/2004,9.471058,9.820359,9.331337,9.331337,8.926391,32365
8/13/2004,9.331337,9.580838,9.301397,9.481038,9.069595,37475
8/16/2004,9.640719,9.860279,9.381238,9.481038,9.069595,30461
8/17/2004,9.92016,9.92016,9.131737,9.471058,9.060047,31062
8/18/2004,9.411178,9.610778,9.411178,9.481038,9.069595,35972
8/19/2004,9.451098,9.481038,9.051896,9.111776,8.716359,57415
8/20/2004,9.141717,9.181637,8.982036,9.111776,8.716359,55912
8/23/2004,9.111776,9.171657,8.922156,8.922156,8.534967,33467
8/24/2004,9.111776,9.181637,8.602794,9.131737,8.735451,46192
8/25/2004,8.742515,9.471058,8.742515,9.471058,9.060047,36874
8/26/2004,9.491018,9.640719,9.481038,9.491018,9.079144,49198
8/27/2004,9.431138,9.680639,9.331337,9.411178,9.002769,17234
8/30/2004,9.331337,9.331337,9.171657,9.171657,8.773639,49699
8/31/2004,9.271457,9.361277,9.121756,9.361277,8.95503,13928
9/1/2004,9.231537,10.08982,9.231537,9.401198,8.993218,140781
9/2/2004,9.381238,9.381238,8.992016,9.331337,8.926391,34569
9/3/2004,9.321357,9.331337,8.922156,9.021956,8.630437,21844
9/7/2004,8.862275,9.071856,8.862275,9.031936,8.639984,161623
9/8/2004,8.982036,9.031936,8.003992,8.263473,7.904868,112825
9/9/2004,8.163673,8.852295,8.163673,8.483034,8.114902,158817
9/10/2004,8.572854,8.922156,8.483034,8.912176,8.52542,49799
9/13/2004,8.962076,9.171657,8.832335,8.982036,8.592247,36373
9/14/2004,8.922156,9.371257,8.812375,9.261477,8.859564,51302
9/15/2004,9.261477,9.291417,8.832335,8.882236,8.496778,105210
9/16/2004,9.071856,9.351297,9.071856,9.311377,8.907296,24749
9/17/2004,9.481038,9.481038,9.001996,9.171657,8.773639,56212
9/20/2004,9.171657,9.191617,8.872255,8.992016,8.601794,35771
9/21/2004,9.031936,9.510978,9.031936,9.221557,8.821375,27856
9/22/2004,9.231537,9.371257,9.051896,9.201597,8.802282,25551
9/23/2004,9.660679,9.660679,9.021956,9.151697,8.754545,25952
9/24/2004,9.161677,9.401198,8.982036,9.191617,8.792735,17234
9/27/2004,9.161677,9.161677,8.752495,8.752495,8.372667,35471
9/28/2004,8.822355,9.061876,8.732535,8.962076,8.573153,39880
9/29/2004,9.001996,9.031936,8.732535,8.862275,8.477683,19238
9/30/2004,8.802395,8.832335,8.383234,8.732535,8.353575,80861
10/1/2004,7.53493,7.844311,6.506986,7.844311,7.503897,3092974
10/4/2004,7.43513,8.273453,7.045908,8.163673,7.8094,1558711
10/5/2004,8.233533,8.782435,7.085828,7.48503,7.160206,533264
10/6/2004,7.48503,8.083832,7.48503,7.58483,7.255676,332163
10/7/2004,7.58483,8.033932,7.48503,7.984032,7.637554,94689
10/8/2004,7.834331,7.884232,7.58483,7.784431,7.446615,175150
10/11/2004,7.784431,7.784431,7.58483,7.58483,7.255676,57314
10/12/2004,7.58483,7.59481,7.45509,7.56487,7.236582,215731
10/13/2004,7.49501,7.53493,7.48503,7.48503,7.160206,96192
10/14/2004,7.48503,7.55489,7.48503,7.53493,7.207941,52705
10/15/2004,7.48503,7.53493,7.43513,7.43513,7.112472,259518
10/18/2004,7.43513,7.48503,7.38523,7.38523,7.064738,102905
10/19/2004,7.38523,7.48503,7.38523,7.38523,7.064738,136472
10/20/2004,7.335329,7.51497,7.335329,7.40519,7.083832,74248
10/21/2004,7.38523,7.41517,7.335329,7.38523,7.064738,223546
10/22/2004,7.40519,7.45509,7.40519,7.45509,7.131566,35771
10/25/2004,7.43513,7.58483,7.43513,7.56487,7.236582,58517
10/26/2004,7.53493,7.684631,7.53493,7.684631,7.351145,9218
10/27/2004,7.734531,7.984032,7.734531,7.734531,7.398879,18437
10/28/2004,7.884232,8.033932,7.834331,7.984032,7.637554,25551
10/29/2004,7.834331,7.934132,7.834331,7.884232,7.542086,53106
11/1/2004,8.123752,8.133733,7.884232,7.884232,7.542086,14228
11/2/2004,7.884232,8.083832,7.884232,8.053892,7.704383,342183
11/3/2004,8.113772,8.782435,8.113772,8.483034,8.114902,119639
11/4/2004,8.333333,8.732535,8.333333,8.582834,8.210371,70942
11/5/2004,8.582834,8.732535,8.582834,8.612774,8.23901,3307
11/8/2004,8.612774,8.992016,8.612774,8.982036,8.592247,91683
11/9/2004,8.832335,9.001996,8.782435,8.982036,8.592247,44890
11/10/2004,8.982036,8.982036,8.732535,8.882236,8.496778,9519
11/11/2004,8.732535,8.982036,8.732535,8.882236,8.496778,36172
11/12/2004,8.782435,9.730539,8.782435,9.281437,8.878654,93787
11/15/2004,9.181637,9.331337,9.081836,9.231537,8.83092,15030
11/16/2004,9.231537,9.281437,8.782435,9.031936,8.639984,59018
11/17/2004,9.031936,9.031936,8.782435,8.842315,8.458587,46092
11/18/2004,8.982036,8.982036,8.782435,8.882236,8.496778,23547
11/19/2004,8.832335,8.932136,8.483034,8.832335,8.449042,84168
11/22/2004,8.882236,9.051896,8.812375,8.932136,8.544511,235470
11/23/2004,8.882236,8.962076,8.632735,8.632735,8.258108,97094
11/24/2004,8.632735,8.982036,8.632735,8.882236,8.496778,25351
11/26/2004,8.782435,8.832335,8.782435,8.832335,8.449042,1503
11/29/2004,8.832335,8.832335,8.632735,8.732535,8.353575,12625
11/30/2004,8.682635,8.682635,8.632735,8.632735,8.258108,14028
12/1/2004,8.682635,8.882236,8.682635,8.832335,8.449042,43587
12/2/2004,8.682635,8.982036,8.682635,8.982036,8.592247,37074
12/3/2004,8.982036,8.982036,8.882236,8.932136,8.544511,6313
12/6/2004,8.932136,9.031936,8.932136,8.982036,8.592247,3507
12/7/2004,8.982036,9.031936,8.982036,8.982036,8.592247,15631
12/8/2004,8.982036,8.982036,8.882236,8.882236,8.496778,18938
12/9/2004,8.882236,9.031936,8.782435,8.832335,8.449042,28457
12/10/2004,8.962076,8.982036,8.812375,8.832335,8.449042,15130
12/13/2004,8.832335,8.902196,8.732535,8.902196,8.515872,51904
12/14/2004,8.832335,8.862275,8.832335,8.832335,8.449042,3307
12/15/2004,8.932136,8.992016,8.882236,8.912176,8.52542,103006
12/16/2004,8.852295,8.882236,8.812375,8.832335,8.449042,15030
12/17/2004,8.782435,8.982036,8.642715,8.642715,8.267653,52906
12/20/2004,8.732535,8.762475,8.712575,8.732535,8.353575,21242
12/21/2004,8.732535,8.812375,8.682635,8.702595,8.324934,27856
12/22/2004,8.682635,8.792415,8.682635,8.742515,8.363121,84970
12/23/2004,8.752495,8.782435,8.542914,8.682635,8.30584,12725
12/27/2004,8.582834,8.632735,8.483034,8.632735,8.258108,21343
12/28/2004,8.582834,8.752495,8.582834,8.732535,8.353575,24148
12/29/2004,8.632735,8.802395,8.632735,8.802395,8.420402,41683
12/30/2004,8.772455,8.982036,8.772455,8.982036,8.592247,36573
12/31/2004,8.952096,9.031936,8.952096,8.982036,8.592247,78457
1/3/2005,8.972056,9.001996,8.972056,8.982036,8.592247,75250
1/4/2005,8.982036,8.992016,8.982036,8.982036,8.592247,37074
1/5/2005,8.982036,9.011976,8.732535,9.011976,8.620889,161422
1/6/2005,8.982036,8.982036,8.932136,8.982036,8.592247,8517
1/7/2005,9.021956,9.111776,8.932136,9.081836,8.687716,112725
1/10/2005,9.081836,9.231537,9.081836,9.231537,8.83092,60521
1/11/2005,9.231537,9.481038,9.131737,9.311377,8.907296,110420
1/12/2005,9.231537,9.351297,9.231537,9.281437,8.878654,4309
1/13/2005,9.351297,9.351297,9.231537,9.231537,8.83092,10020
1/14/2005,9.231537,9.331337,9.231537,9.301397,8.897749,6513
1/18/2005,9.231537,9.301397,9.231537,9.231537,8.83092,16132
1/19/2005,9.231537,9.331337,9.231537,9.281437,8.878654,3206
1/20/2005,9.281437,9.381238,9.281437,9.281437,8.878654,8317
1/21/2005,9.131737,9.131737,9.131737,9.131737,8.735451,100
1/24/2005,9.131737,9.351297,9.081836,9.231537,8.83092,9319
1/25/2005,9.031936,9.281437,9.031936,9.281437,8.878654,8918
1/26/2005,9.231537,9.331337,9.001996,9.281437,8.878654,45190
1/27/2005,9.281437,9.331337,9.281437,9.331337,8.926391,1804
1/28/2005,9.281437,9.281437,9.031936,9.081836,8.687716,10220
1/31/2005,9.031936,9.181637,9.031936,9.181637,8.783186,6513
2/1/2005,9.181637,9.331337,9.181637,9.281437,8.878654,40982
2/2/2005,9.281437,9.381238,9.281437,9.381238,8.974127,23747
2/3/2005,9.381238,9.391218,9.131737,9.261477,8.859564,197995
2/4/2005,9.381238,9.481038,9.381238,9.481038,9.069595,13026
2/7/2005,9.181637,9.181637,9.101796,9.101796,8.706812,2806
2/8/2005,9.131737,9.431138,9.131737,9.431138,9.02186,95290
2/9/2005,9.231537,9.231537,9.131737,9.131737,8.735451,902
2/10/2005,9.131737,9.481038,9.131737,9.481038,9.069595,1002
2/11/2005,9.131737,9.131737,9.131737,9.131737,8.735451,902
2/14/2005,9.131737,9.131737,8.972056,8.982036,8.592247,20741
2/15/2005,8.982036,8.982036,8.732535,8.982036,8.592247,30461
2/16/2005,8.952096,8.952096,8.483034,8.882236,8.496778,25852
2/17/2005,8.483034,8.832335,8.483034,8.732535,8.353575,12224
2/18/2005,8.532934,8.582834,8.483034,8.582834,8.210371,7214
2/22/2005,8.532934,8.782435,8.493014,8.493014,8.124449,2004
2/23/2005,8.493014,8.493014,8.493014,8.493014,8.124449,701
2/24/2005,8.493014,8.532934,8.483034,8.483034,8.114902,20942
2/25/2005,8.483034,8.682635,8.483034,8.532934,8.162637,20842
2/28/2005,8.532934,8.632735,8.433134,8.532934,8.162637,15431
3/1/2005,8.582834,8.882236,8.483034,8.483034,8.114902,11723
3/2/2005,8.443114,8.483034,8.443114,8.483034,8.114902,50401
3/3/2005,8.483034,8.522954,8.483034,8.522954,8.153088,18838
3/4/2005,8.483034,8.632735,8.483034,8.483034,8.114902,6914
3/7/2005,8.483034,8.632735,8.483034,8.532934,8.162637,7014
3/8/2005,8.483034,8.582834,8.483034,8.582834,8.210371,22846
3/9/2005,8.552894,8.662675,8.552894,8.632735,8.258108,16333
3/10/2005,8.632735,8.632735,8.483034,8.532934,8.162637,36573
3/11/2005,8.483034,8.682635,8.483034,8.532934,8.162637,6613
3/14/2005,8.532934,8.582834,8.532934,8.582834,8.210371,1403
3/15/2005,8.532934,8.532934,8.483034,8.483034,8.114902,2705
3/16/2005,8.403194,8.532934,8.383234,8.483034,8.114902,17335
3/17/2005,8.502994,8.502994,7.784431,8.283433,7.923961,72244
3/18/2005,8.183633,8.233533,8.183633,8.233533,7.876226,1904
3/21/2005,8.133733,8.133733,7.984032,7.984032,7.637554,14429
3/22/2005,7.984032,8.033932,7.934132,7.934132,7.589819,17134
3/23/2005,8.023952,8.083832,7.984032,8.033932,7.685289,20942
3/24/2005,7.984032,7.984032,7.984032,7.984032,7.637554,802
3/28/2005,7.934132,7.954092,7.834331,7.884232,7.542086,78757
3/29/2005,7.884232,7.884232,7.884232,7.884232,7.542086,7615
3/30/2005,7.884232,7.934132,7.135729,7.934132,7.589819,40381
3/31/2005,7.44511,7.934132,7.44511,7.934132,7.589819,22345
4/1/2005,7.874251,7.884232,7.634731,7.634731,7.30341,68637
4/4/2005,7.53493,7.58483,7.53493,7.53493,7.207941,2204
4/5/2005,7.48503,7.55489,7.48503,7.53493,7.207941,38377
4/6/2005,7.53493,7.53493,7.53493,7.53493,7.207941,1002
4/7/2005,7.53493,7.734531,7.53493,7.734531,7.398879,49399
4/8/2005,7.784431,7.904192,7.784431,7.834331,7.494349,3106
4/11/2005,7.904192,7.934132,7.834331,7.934132,7.589819,1102
4/12/2005,7.934132,8.053892,7.834331,8.053892,7.704383,24649
4/13/2005,7.834331,7.834331,7.834331,7.834331,7.494349,401
4/14/2005,7.834331,7.834331,7.48503,7.48503,7.160206,6112
4/15/2005,7.784431,7.834331,7.58483,7.714571,7.379787,72344
4/18/2005,7.714571,7.734531,7.634731,7.734531,7.398879,12425
4/19/2005,7.634731,9.481038,7.634731,8.483034,8.114902,105110
4/20/2005,8.383234,8.483034,7.984032,8.483034,8.114902,2605
4/21/2005,8.183633,9.031936,7.784431,8.982036,8.592247,16633
4/22/2005,8.882236,8.882236,7.984032,8.283433,7.923961,3206
4/25/2005,8.033932,8.083832,7.834331,8.083832,7.733023,3707
4/26/2005,7.834331,7.884232,7.834331,7.884232,7.542086,4309
4/27/2005,7.834331,7.834331,7.834331,7.834331,7.494349,501
4/28/2005,7.834331,7.834331,7.48503,7.48503,7.160206,8717
4/29/2005,7.684631,8.083832,7.684631,8.083832,7.733023,7114
5/2/2005,7.884232,7.884232,7.884232,7.884232,7.542086,301
5/3/2005,7.734531,7.784431,7.734531,7.784431,7.446615,34369
5/4/2005,7.784431,7.784431,7.734531,7.734531,7.398879,1804
5/5/2005,7.734531,7.734531,7.734531,7.734531,7.398879,301
5/6/2005,7.734531,7.784431,7.53493,7.704591,7.370239,59218
5/9/2005,7.694611,7.694611,7.53493,7.55489,7.227035,5511
5/10/2005,7.53493,7.58483,7.48503,7.58483,7.255676,12926
5/11/2005,7.57485,7.57485,7.50499,7.50499,7.1793,1303
5/12/2005,7.50499,7.53493,7.325349,7.325349,7.007456,31262
5/13/2005,7.355289,7.58483,7.345309,7.48503,7.160206,180661
5/16/2005,7.48503,7.58483,7.48503,7.53493,7.207941,77054
5/17/2005,7.48503,7.58483,7.235529,7.53493,7.207941,151102
5/18/2005,7.48503,7.53493,7.48503,7.48503,7.160206,38477
5/19/2005,7.48503,7.48503,7.085828,7.185629,6.873798,168436
5/20/2005,7.285429,7.335329,7.185629,7.185629,6.873798,7515
5/23/2005,7.235529,7.48503,7.185629,7.235529,6.921532,47896
5/24/2005,7.48503,7.58483,7.45509,7.58483,7.255676,84168
5/25/2005,7.58483,7.984032,7.58483,7.58483,7.255676,121042
5/26/2005,7.56487,7.984032,7.56487,7.784431,7.446615,12826
5/27/2005,7.61477,7.784431,7.61477,7.61477,7.284317,1603
5/31/2005,7.56487,7.784431,7.56487,7.784431,7.446615,18036
6/1/2005,7.56487,7.784431,7.56487,7.684631,7.351145,259217
6/2/2005,7.634731,7.734531,7.634731,7.634731,7.30341,67234
6/3/2005,7.55489,7.58483,7.235529,7.48503,7.160206,79960
6/6/2005,7.43513,7.48503,7.335329,7.38523,7.064738,13226
6/7/2005,7.37525,7.38523,7.235529,7.235529,6.921532,52204
6/8/2005,7.285429,7.39521,7.285429,7.38523,7.064738,57415
6/9/2005,7.38523,7.53493,7.38523,7.43513,7.112472,8818
6/10/2005,7.43513,7.48503,7.38523,7.48503,7.160206,113226
6/13/2005,7.38523,7.47505,7.38523,7.47505,7.15066,14329
6/14/2005,7.43513,7.48503,7.43513,7.48503,7.160206,1703
6/15/2005,7.41517,7.56487,7.41517,7.56487,7.236582,15631
6/16/2005,7.634731,7.834331,7.43513,7.784431,7.446615,35872
6/17/2005,7.784431,7.784431,7.53493,7.684631,7.351145,32064
6/20/2005,7.684631,7.684631,7.52495,7.58483,7.255676,1403
6/21/2005,7.52495,7.634731,7.52495,7.634731,7.30341,7916
6/22/2005,7.55489,7.684631,7.55489,7.684631,7.351145,8216
6/23/2005,7.684631,7.934132,7.55489,7.934132,7.589819,5311
6/24/2005,7.834331,8.033932,7.734531,7.984032,7.637554,11723
6/27/2005,7.884232,7.984032,7.734531,7.984032,7.637554,6313
6/28/2005,7.634731,8.183633,7.634731,8.183633,7.828494,2405
6/29/2005,7.734531,8.233533,7.734531,8.233533,7.876226,1603
6/30/2005,8.233533,8.233533,8.233533,8.233533,7.876226,0
7/1/2005,8.233533,8.233533,7.834331,8.183633,7.828494,11723
7/5/2005,8.083832,8.083832,7.834331,8.083832,7.733023,4709
7/6/2005,7.984032,7.984032,7.834331,7.984032,7.637554,91783
7/7/2005,7.53493,7.984032,7.53493,7.984032,7.637554,4409
7/8/2005,7.734531,7.884232,7.58483,7.734531,7.398879,75250
7/11/2005,7.684631,7.734531,7.53493,7.58483,7.255676,432864
7/12/2005,7.53493,7.53493,7.38523,7.48503,7.160206,104809
7/13/2005,7.43513,7.49501,7.43513,7.48503,7.160206,9319
7/14/2005,7.43513,7.53493,7.43513,7.48503,7.160206,9018
7/15/2005,7.48503,7.53493,7.48503,7.48503,7.160206,3808
7/18/2005,7.53493,7.53493,7.40519,7.48503,7.160206,58417
7/19/2005,7.53493,7.58483,7.48503,7.58483,7.255676,154408
7/20/2005,7.38523,7.53493,7.38523,7.53493,7.207941,37274
7/21/2005,7.48503,7.56487,7.43513,7.53493,7.207941,82765
7/22/2005,7.53493,7.58483,7.48503,7.58483,7.255676,11423
7/25/2005,7.53493,7.53493,7.335329,7.38523,7.064738,22946
7/26/2005,7.48503,7.48503,7.335329,7.335329,7.017002,37174
7/27/2005,7.335329,7.41517,7.335329,7.335329,7.017002,6914
7/28/2005,7.335329,7.345309,7.335329,7.345309,7.026549,1102
7/29/2005,7.345309,7.48503,7.345309,7.43513,7.112472,31663
8/1/2005,7.48503,7.48503,7.43513,7.48503,7.160206,29559
8/2/2005,7.48503,7.48503,7.43513,7.43513,7.112472,3307
8/3/2005,7.38523,7.48503,7.38523,7.38523,7.064738,5210
8/4/2005,7.38523,7.48503,7.345309,7.40519,7.083832,13828
8/5/2005,7.40519,7.48503,7.40519,7.40519,7.083832,8417
8/8/2005,7.43513,7.48503,7.255489,7.255489,6.940626,10822
8/9/2005,7.48503,7.48503,7.43513,7.48503,7.160206,29559
8/10/2005,7.43513,7.48503,7.43513,7.45509,7.131566,2806
8/11/2005,7.45509,7.50499,7.38523,7.43513,7.112472,2705
8/12/2005,7.43513,7.53493,7.43513,7.48503,7.160206,2204
8/15/2005,7.38523,7.48503,7.285429,7.285429,6.969268,8918
8/16/2005,7.335329,7.48503,7.335329,7.48503,7.160206,92485
8/17/2005,7.48503,7.734531,7.42515,7.48503,7.160206,522242
8/18/2005,7.58483,7.784431,7.52495,7.784431,7.446615,223246
8/19/2005,7.724551,8.353293,7.724551,8.283433,7.923961,15030
8/22/2005,8.283433,8.283433,8.033932,8.133733,7.780758,56914
8/23/2005,8.153693,8.153693,7.834331,8.033932,7.685289,16533
8/24/2005,7.834331,8.033932,7.834331,8.033932,7.685289,200
8/25/2005,7.884232,7.984032,7.834331,7.884232,7.542086,7916
8/26/2005,7.784431,7.834331,7.684631,7.734531,7.398879,2505
8/29/2005,7.684631,7.684631,7.634731,7.684631,7.351145,18637
8/30/2005,7.644711,7.714571,7.644711,7.664671,7.332053,401
8/31/2005,7.664671,7.984032,7.634731,7.984032,7.637554,36673
9/1/2005,7.884232,7.884232,7.634731,7.884232,7.542086,6012
9/2/2005,7.684631,7.884232,7.684631,7.834331,7.494349,5711
9/6/2005,7.834331,7.834331,7.834331,7.834331,7.494349,802
9/7/2005,7.834331,8.063872,7.684631,8.033932,7.685289,86272
9/8/2005,8.133733,8.133733,8.033932,8.033932,7.685289,1102
9/9/2005,8.033932,8.083832,8.033932,8.083832,7.733023,4309
9/12/2005,7.784431,7.984032,7.784431,7.984032,7.637554,2004
9/13/2005,8.033932,8.033932,8.033932,8.033932,7.685289,3006
9/14/2005,8.033932,8.083832,8.033932,8.033932,7.685289,15431
9/15/2005,8.083832,8.483034,8.083832,8.283433,7.923961,41383
9/16/2005,8.133733,8.183633,8.033932,8.133733,7.780758,44188
9/19/2005,8.083832,8.183633,8.083832,8.183633,7.828494,4008
9/20/2005,8.433134,8.483034,8.183633,8.483034,8.114902,1303
9/21/2005,8.383234,8.483034,8.383234,8.483034,8.114902,200
9/22/2005,8.383234,8.483034,8.383234,8.483034,8.114902,3707
9/23/2005,8.483034,8.483034,8.483034,8.483034,8.114902,0
9/26/2005,8.383234,8.433134,8.183633,8.383234,8.019432,2906
9/27/2005,8.183633,8.183633,8.183633,8.183633,7.828494,1703
9/28/2005,8.283433,8.483034,8.283433,8.283433,7.923961,2305
9/29/2005,8.233533,8.582834,8.083832,8.183633,7.828494,74549
9/30/2005,8.133733,8.283433,8.133733,8.283433,7.923961,3707
10/3/2005,8.233533,8.283433,8.233533,8.233533,7.876226,22144
10/4/2005,8.233533,8.283433,8.183633,8.283433,7.923961,52004
10/5/2005,8.283433,8.283433,7.934132,8.133733,7.780758,63226
